company,year,quarter,highlight_type,speaker,text,relevance_score,role_bucket,role,quote,score
Apple,2024,4,CEO_Quote,Unknown,"Please note that some of the information you'll hear during our discussion today will consist of forward-looking statements, including without limitation, those regarding revenue, gross margin, operating expenses, other income and expense, taxes, capital allocation, and future business outlook, including the potential impact of macroeconomic conditions on the company's business and results of operations.",5.9,CEO,CEO,"Please note that some of the information you'll hear during our discussion today will consist of forward-looking statements, including without limitation, those regarding revenue, gross margin, operating expenses, other income and expense, taxes, capital allocation, and future business outlook, including the potential impact of macroeconomic conditions on the company's business and results of operations.",5.9
Apple,2024,4,Strategic_Announcement,Unknown,"This week is a very exciting week for us because we just rolled out three days, three launches of different Macs and desktops and laptops.",2.9273,CEO,CEO,"This week is a very exciting week for us because we just rolled out three days, three launches of different Macs and desktops and laptops.",2.9273
Apple,2025,1,CEO_Quote,Unknown,"Please note that some of the information you'll hear during our discussion today will consist of forward-looking statements, including, without limitation, those regarding revenue, gross margin, operating expenses, other income and expense, taxes, capital allocation, and future business outlook, including the potential impact of macroeconomic conditions on the company's business and results of operations.",5.9,CEO,CEO,"Please note that some of the information you'll hear during our discussion today will consist of forward-looking statements, including, without limitation, those regarding revenue, gross margin, operating expenses, other income and expense, taxes, capital allocation, and future business outlook, including the potential impact of macroeconomic conditions on the company's business and results of operations.",5.9
Apple,2025,1,Strategic_Announcement,Unknown,"I guess, do you see this simply as a question of time, i.e., to launch more markets and languages or increase the percentage of installed base devices that can support it?",3.0,OTHER,,"I guess, do you see this simply as a question of time, i.e., to launch more markets and languages or increase the percentage of installed base devices that can support it?",3.0
Apple,2025,3,CEO_Quote,Unknown,"What pieces of the chain are commoditized and not commoditized, I wouldn't want to really talk about today because that gives away some things on our strategy.",3.9,CEO,CEO,"What pieces of the chain are commoditized and not commoditized, I wouldn't want to really talk about today because that gives away some things on our strategy.",3.9
Apple,2025,3,Strategic_Announcement,Unknown,"And you could kind of see that in the the most recent announcements, whether it's NP Materials or our manufacturing academy that we're standing up in Detroit in a couple weeks or so.",3.0,CEO,CEO,"And you could kind of see that in the the most recent announcements, whether it's NP Materials or our manufacturing academy that we're standing up in Detroit in a couple weeks or so.",3.0
Apple,2025,3,CEO_Quote,Unknown,And so that's just a reminder of where things are and what we assumed as we calculated the projection of $1.1 billion that's in our outlook color.,2.8636,CEO,CEO,And so that's just a reminder of where things are and what we assumed as we calculated the projection of $1.1 billion that's in our outlook color.,2.8636
Apple,2025,4,Strategic_Announcement,Unknown,"From a Mac point of view, the challenge is that last year was sort of the mother of all Mac launches.",3.3591,CEO,CEO,"From a Mac point of view, the challenge is that last year was sort of the mother of all Mac launches.",3.3591
Apple,2025,4,Strategic_Announcement,Unknown,All of these from Mac Mini to iMac to all the MacBook Pros all launched literally at the same time.,2.75,CEO,CEO,All of these from Mac Mini to iMac to all the MacBook Pros all launched literally at the same time.,2.75
Comcast,2018,4,Strategic_Announcement,Unknown,"Sticking with the NVC announcement, Steve, when you think about particularly that business outside the United States where, as Jeremy just laid out, there's a lot of non-PayTV households, what led you to the decision to sort of bundle this or link this with the broader NVC bouquet of channels that in terms of positioning it for consumers.",4.0,OTHER,,"Sticking with the NVC announcement, Steve, when you think about particularly that business outside the United States where, as Jeremy just laid out, there's a lot of non-PayTV households, what led you to the decision to sort of bundle this or link this with the broader NVC bouquet of channels that in terms of positioning it for consumers.",4.0
Comcast,2018,4,Strategic_Announcement,Unknown,"So the television business, you know, we obviously have pressure on ratings as people migrate to digital, and that's one of the reasons why we're launching the direct-to-consumer product.",3.6,OTHER,,"So the television business, you know, we obviously have pressure on ratings as people migrate to digital, and that's one of the reasons why we're launching the direct-to-consumer product.",3.6
Comcast,2018,4,Strategic_Announcement,Unknown,"And those capabilities really do come together, I think, in the OTT announcement, just to pick that as an example, because not only will it draw out the best of our content creation capabilities, whether that's in film or television, whether that's original or real, you know, recurring series, it needs broadband to get the great capabilities of that streaming service.",3.0,CEO,CEO,"And those capabilities really do come together, I think, in the OTT announcement, just to pick that as an example, because not only will it draw out the best of our content creation capabilities, whether that's in film or television, whether that's original or real, you know, recurring series, it needs broadband to get the great capabilities of that streaming service.",3.0
